instance,prep,geo-feature,placename,sum,or,label exp1,label exp 2,label exp 3,label exp 4
 carried out and i went with dad to watch the brigade,with,1,1,2,1,1,1,0,1
 pump water to the roof of blooms the drapers on the,of,1,1,2,1,2,1,1,0
 the roof blooms the drapers on the canal possibly the city,on,1,1,2,1,2,1,1,0
 was a good choice and for breakfast next morning a cooked,for,0,0,0,0,0,0,0,0
 next morning a cooked breakfast of eggs bacon & potatoes ,of,0,0,0,0,1,1,0,1
 the footpath runs by the side of the greet,by,0,1,1,1,2,1,1,0
 the footpath runs the side of the greet through two fields,of,0,1,1,1,2,1,1,0
 runs the side the greet through two fields,through,0,1,1,1,2,1,1,0
 defence force engineer was found by police heavily armed and hiding,by,0,0,0,0,1,1,0,1
 police heavily armed and hiding in bushland,in,0,0,0,0,2,1,1,0
 and property magnate went bankrupt in april owing millions of pounds,in,0,0,0,0,0,0,0,0
 went bankrupt april owing millions of pounds,of,0,0,0,0,0,0,0,0
 the former watford star was at fault for leeds late equaliser,at,1,0,1,1,0,0,0,0
 former watford star was fault for leeds late equaliser on saturday,for,1,0,1,1,0,0,0,0
 was fault leeds late equaliser on saturday and one of ipswich,on,1,0,1,1,0,0,0,0
 late equaliser saturday and one of ipswich s goals last tuesday,of,1,0,1,1,0,0,0,0
 out how to learn french on a budget and one of,on,0,1,1,1,0,0,0,0
 french a budget and one of our authors came up with,of,0,1,1,1,1,1,0,1
 one our authors came up with ways to have a good,with,0,1,1,1,0,0,0,0
 to have a good time in london while keeping a few,in,0,1,1,1,2,1,1,0
 have a good time london while keeping a few spare quid,while,0,1,1,1,0,0,0,0
 keeping a few spare quid in your back pockets,in,0,1,1,1,1,1,0,1
 was officially the sole product of the deliberations of fifteen mps,of,0,0,0,0,0,0,0,0
 the sole product the deliberations of fifteen mps over forty days,of,0,0,0,0,1,1,0,1
 product the deliberations fifteen mps over forty days,over,0,0,0,0,0,0,0,0
 member delegation has been held since thursday in the western town,since,2,0,2,1,0,0,0,0
 delegation has been held thursday in the western town after ms,in,2,0,2,1,2,1,1,0
 held thursday the western town after ms taylor was found carrying,after,2,0,2,1,1,1,0,1
 taylor was found carrying documents for seif al islam that were,for,2,0,2,1,1,1,0,1
 the frame is studded with pearls and precious stones,with,0,0,0,0,1,1,0,1
 press has lauded the acquisition as a once in a lifetime,as,0,0,0,0,0,0,0,0
 lauded the acquisition a once in a lifetime opportunity to safeguard,in,0,0,0,0,0,0,0,0
 delightful and popular village pub with a lot of character serves,with,2,0,2,1,1,1,0,1
 popular village pub a lot of character serves well kept beers,of,2,0,2,1,1,1,0,1
 the funds in the league treasury now amounting,in,0,0,0,0,0,0,0,0
 but this was not done without a parliamentary battle over the,without,0,0,0,0,0,0,0,0
 not done a parliamentary battle over the ethical question,over,0,0,0,0,0,0,0,0
 the g  summit starts in los cabos on monday,in,1,2,3,1,2,1,1,0
  summit starts los cabos on monday,on,1,2,3,1,0,0,0,0
 the galleries thus formed are on three sides open corridors communicating,on,7,0,7,1,1,1,0,1
 three sides open corridors communicating with the rooms behind but the,with,7,0,7,1,1,1,0,1
 open corridors communicating the rooms behind but the upper stage of,behind,7,0,7,1,0,0,0,0
 rooms but the upper stage of the north walk next the,of,7,0,7,1,2,1,1,0
 upper stage the north walk next the church is the library,next,7,0,7,1,2,1,1,0
 church is the library entered by a doorway from the east,by,7,0,7,1,1,1,0,1
 the library entered a doorway from the east corridor near the,from,7,0,7,1,1,1,0,1
 a doorway the east corridor near the head of the garden,near,7,0,7,1,2,1,1,0
 the east corridor the head of the garden stair and by,of,7,0,7,1,2,1,1,0
 head the garden stair and by another from the west corridor,by,7,0,7,1,1,1,0,1
 the garden stair and another from the west corridor close to,from,7,0,7,1,1,1,0,1
 corridor close to the head of the north western staircase,of,7,0,7,1,2,1,1,0
 the gang of four pounced on the young,of,1,0,1,1,1,1,0,1
 the gang four pounced on the young mum as she,on,1,0,1,1,1,1,0,1
 four pounced the young mum as she was pushing her five,as,1,0,1,1,0,0,0,0
 her five month old daughter along windsor street toxteth,along,1,0,1,1,2,1,1,0
 gang tackled a wide variety of tasks including complete replacement of,of,0,0,0,0,0,0,0,0
 variety tasks including complete replacement of  yards of track west,of,0,0,0,0,1,1,0,1
 including complete replacement  yards of track west of quarry siding,of,0,0,0,0,1,1,0,1
 replacement  yards track west of quarry siding,of,0,0,0,0,2,1,1,0
 green wilderness gardens and plants for every season it is also,for,4,0,4,1,0,0,0,0
 it is also an oasis for wildlife,for,4,0,4,1,1,1,0,1
 the gardens are laid out in dutch fashion and they contain,in,2,2,4,1,0,0,0,0
 two small fir trees brought from nova scotia which seem to,from,2,2,4,1,2,1,1,0
 scotia which seem to thrive in north nottinghamshire soil,in,2,2,4,1,2,1,1,0
 the gare de l est serves trains to,de,0,2,2,1,2,1,1,0
 range certainly extended further west than the existing remains apparently with,than,6,0,6,1,2,1,1,0
 west the existing remains apparently with stables or storehouses running at,with,6,0,6,1,2,1,1,0
 apparently stables or storehouses running at right angles and forming with,at,6,0,6,1,0,0,0,0
 running right angles and forming with the precinct wall a small,with,6,0,6,1,1,1,0,1
 wall a small quadrangular court within the gate,within,6,0,6,1,1,1,0,1
 the gaze of the bachelors wrote harsnet,of,0,0,0,0,0,0,0,0
 the geography of the ocean floor  bommies,of,6,0,6,1,2,1,1,0
 the ocean floor  bommies of coral pushing up from the,of,6,0,6,1,1,1,0,1
  bommies coral pushing up from the sand sheets of flat,from,6,0,6,1,1,1,0,1
 pushing up the sand sheets of flat coral that you can,of,6,0,6,1,1,1,0,1
 the sand sheets flat coral that you can poke your head,that,6,0,6,1,0,0,0,0
 you can poke your head under valleys through coral that are,under,6,0,6,1,2,1,1,0
 can poke your head valleys through coral that are great to,through,6,0,6,1,1,1,0,1
 to catch the ocean swell in caves full of hiding fish,in,6,0,6,1,2,1,1,0
 the ocean swell caves full of hiding fish  makes the,of,6,0,6,1,1,1,0,1
 the exploring far more interesting than with a flat bottomed sandy,than,6,0,6,1,0,0,0,0
 the exploring far more interesting with a flat bottomed sandy sea,with,6,0,6,1,2,1,1,0
 the chance to leave london in the afternoon and arrive hamburg,in,1,4,5,1,0,0,0,0
 the afternoon and arrive hamburg in time for business next day,in,1,4,5,1,0,0,0,0
 afternoon and arrive hamburg time for business next day,for,1,4,5,1,0,0,0,0
 and arrive hamburg time business next day,next,1,4,5,1,0,0,0,0
 the giant brick on display at acme brick in,on,0,1,1,1,0,0,0,0
 the giant brick display at acme brick in malvern,at,0,1,1,1,2,1,1,0
 giant brick display acme brick in malvern,in,0,1,1,1,2,1,1,0
 thin faced and undernourished watched with complete indifference as jessica then,with,2,0,2,1,0,0,0,0
 and undernourished watched complete indifference as jessica then took them to,as,2,0,2,1,1,1,0,1
 the parapet and scattered them onto the turbulent black surface of,onto,2,0,2,1,1,1,0,1
 them the turbulent black surface of the river where they swirled,of,2,0,2,1,2,1,1,0
 swirled beautifully made changing patterns as they swept between the steep,as,2,0,2,1,0,0,0,0
 made changing patterns they swept between the steep stone walls,between,2,0,2,1,1,1,0,1
 the girl tugged a handkerchief from the pocket of her dress,from,0,0,0,0,1,1,0,1
 tugged a handkerchief the pocket of her dress and blew her,of,0,0,0,0,1,1,0,1
 the glance was sufficient for identification,for,0,0,0,0,0,0,0,0
 the glass pyramid on the roof of ricardo cinalli,on,1,1,2,1,1,1,0,1
 the glass pyramid the roof of ricardo cinalli s spitalfields studio,of,1,1,2,1,2,1,1,0
 his face  the bottle of blood crashed against one wall,of,0,0,0,0,1,1,0,1
  the bottle blood crashed against one wall,against,0,0,0,0,1,1,0,1
 development that was taking place in the construction of floors is,in,1,0,1,1,0,0,0,0
 was taking place the construction of floors is exemplified in this,of,1,0,1,1,1,1,0,1
 the construction floors is exemplified in this house the ground floor,in,1,0,1,1,2,1,1,0
 the ground floor being laid with oak the first floor with,with,1,0,1,1,1,1,0,1
 laid oak the first floor with deal and the second floor,with,1,0,1,1,1,1,0,1
 deal and the second floor with plaster still in good condition,with,1,0,1,1,1,1,0,1
 the second floor plaster still in good condition and almost as,in,1,0,1,1,0,0,0,0
 still good condition and almost as hard as iron,as,1,0,1,1,1,1,0,1
 the gradual withdrawal of traditional home help services in,of,2,0,2,1,0,0,0,0
 withdrawal traditional home help services in favour of personal assistance is,in,2,0,2,1,0,0,0,0
 traditional home help services favour of personal assistance is well documented,of,2,0,2,1,0,0,0,0
 the grain is naturally abundant in shallow lakes and streams in,in,2,1,3,1,2,1,1,0
 abundant shallow lakes and streams in northern minnesota,in,2,1,3,1,2,1,1,0
 the grain may be in a pocket hidden inside a,in,0,0,0,0,1,1,0,1
 may be a pocket hidden inside a box or out of,inside,0,0,0,0,1,1,0,1
 pocket hidden a box or out of sight above the horse,out,0,0,0,0,0,0,0,0
 pocket hidden a box or of sight above the horse on,of,0,0,0,0,0,0,0,0
 hidden a box or sight above the horse on a bird,above,0,0,0,0,1,1,0,1
 box or sight the horse on a bird table,on,0,0,0,0,1,1,0,1
 the granada drove past disappearing around a corner,around,0,0,0,0,1,1,0,1
 grand army had been marching along the west bank of the,along,0,0,0,0,2,1,1,0
 been marching the west bank of the goldbach parallel to enemy,of,0,0,0,0,2,1,1,0
 parallel to enemy and away from its base in the austrian,from,0,0,0,0,2,1,1,0
 enemy and away its base in the austrian capital,in,0,0,0,0,2,1,1,0
 canal company s branch navigation from cosgrove to the market town,from,3,1,4,1,2,1,1,0
 cosgrove to the market town of buckingham in fact consisted of,of,3,1,4,1,2,1,1,0
 to the market town buckingham in fact consisted of two distinct,in,3,1,4,1,0,0,0,0
 market town buckingham fact consisted of two distinct arms  distinct,of,3,1,4,1,1,1,0,1
 arms  distinct not only in their original conception by the,in,3,1,4,1,0,0,0,0
 not only their original conception by the planners of the canal,by,3,1,4,1,1,1,0,1
 their original conception the planners of the canal but also in,of,3,1,4,1,2,1,1,0
 planners the canal but also in their acceptance by parliament and,in,3,1,4,1,0,0,0,0
 canal but also their acceptance by parliament and even in their,by,3,1,4,1,2,1,1,0
 their acceptance parliament and even in their physical construction,in,3,1,4,1,0,0,0,0
 the grand sitting room in deben apartment with wooden floors,in,3,1,4,1,2,1,1,0
 grand sitting room deben apartment with wooden floors and large bay,with,3,1,4,1,1,1,0,1
 the grassy footpath runs alongside the river bank and some,alongside,4,1,5,1,2,1,1,0
 bank and some fine views of the river trent and the,of,4,1,5,1,2,1,1,0
 the great development of the late nineteenth century was,of,1,0,1,1,0,0,0,0
 was the finger wharves resting on timber piles,on,1,0,1,1,1,1,0,1
 lake centre is conveniently located in the heart of taupo s,in,3,1,4,1,1,1,0,1
 is conveniently located the heart of taupo s central business district,of,3,1,4,1,2,1,1,0
 business district just walking distance from the towns many cafes bars,from,3,1,4,1,2,1,1,0
 lake taupo region has some of the best mountain bike trails,of,4,0,4,1,2,1,1,0
 the best mountain bike trails in the world with tracks ranging,in,4,0,4,1,2,1,1,0
 mountain bike trails the world with tracks ranging from gentle to,with,4,0,4,1,1,1,0,1
 trails the world tracks ranging from gentle to heart pumping,from,4,0,4,1,0,0,0,0
 powerful enough to hound anyone through the courts,through,0,0,0,0,0,0,0,0
 the ground dipped between two minor cliffs and the,between,1,0,1,1,2,1,1,0
 the grounds outside the house if they are,outside,2,0,2,1,2,1,1,0
 the grounds the house if they are not extensive are,if,2,0,2,1,0,0,0,0
 pleasing and the fatal frosts of the past few winters destructive,of,2,0,2,1,0,0,0,0
 the past few winters destructive as they have been have left,as,2,0,2,1,0,0,0,0
 have left some noble trees on the estate,on,2,0,2,1,0,0,0,0
 the group of four of us were embarking,of,3,1,4,1,1,1,0,1
 the group four of us were embarking on a,of,3,1,4,1,1,1,0,1
 group four us were embarking on a camping trip in the,on,3,1,4,1,0,0,0,0
 were embarking a camping trip in the mountains in northern scotland,in,3,1,4,1,2,1,1,0
 a camping trip the mountains in northern scotland and were all,in,3,1,4,1,2,1,1,0
 and were all well aware that we could not afford to,that,3,1,4,1,0,0,0,0
 not afford to leave any of our equipment behind,of,3,1,4,1,1,1,0,1
 to leave any our equipment behind,behind,3,1,4,1,0,0,0,0
 the guard did as he was told then stood,as,0,0,0,0,0,0,0,0
 told then stood back watching as tolonen limped slowly across to,as,0,0,0,0,0,0,0,0
 back watching tolonen limped slowly across to the corpse,across,0,0,0,0,1,1,0,1
 the hair that frames your face hairline and,that,0,0,0,0,0,0,0,0
 hairline and the top section of the head crown are two,of,0,0,0,0,1,1,0,1
 two areas john frieda designates as crucial zones because these form,as,0,0,0,0,0,0,0,0
 john frieda designates crucial zones because these form the entire surface,because,0,0,0,0,0,0,0,0
 form the entire surface area of the style,of,0,0,0,0,0,0,0,0
 the hall at staunton is thought to be,at,1,2,3,1,2,1,1,0
 is thought to be willingham in sir walter scott s heart,in,1,2,3,1,1,1,0,1
 sir walter scott s heart of midlothian,of,1,2,3,1,2,1,1,0
 the hall is really in the village and some two,in,4,0,4,1,2,1,1,0
 and some two hundred yards of gravel road flanked by horse,of,4,0,4,1,2,1,1,0
 hundred yards gravel road flanked by horse chestnuts and other tall,by,4,0,4,1,1,1,0,1
 other tall trees bring one within its precincts,within,4,0,4,1,0,0,0,0
 harbor pearl harbor national monument in honolulu hawaii hanauma bay hanauma,in,4,0,4,1,2,1,1,0
 havasu falls have sand bags at its base and the ,at,3,0,3,1,2,1,1,0
 and the  foot drop of blue green water now emerges,of,3,0,3,1,1,1,0,1
 blue green water now emerges from the side rerouted waters dried,from,3,0,3,1,1,1,0,1
 falls and the swimming hole below the  foot mooney falls,below,3,0,3,1,1,1,0,1
 foot mooney falls is filled with silt,with,3,0,3,1,1,1,0,1
 main hotel and tourist hub in honolulu on the island of,in,3,3,6,1,2,1,1,0
 hotel and tourist hub honolulu on the island of oahu,on,3,3,6,1,2,1,1,0
 tourist hub honolulu the island of oahu,of,3,3,6,1,2,1,1,0
 the head of northern ireland s first integrated,of,2,2,4,1,2,1,1,0
 college has been appointed principal of rainey endowed grammar school in,of,2,2,4,1,2,1,1,0
 principal rainey endowed grammar school in magherafelt,in,2,2,4,1,2,1,1,0
 slammed and the driver chased after the others who were almost,after,0,0,0,0,1,1,0,1
 the others who were almost at our tents,at,0,0,0,0,1,1,0,1
 the heads and tongues of eight year olds,of,0,0,0,0,0,0,0,0
 the heady air of freedom must have gone to,of,0,2,2,1,0,0,0,0
 to the pm s head on her jaunt to czechoslovakia and,on,0,2,2,1,0,0,0,0
 the hearing commenced at  am and continued until,at,0,0,0,0,0,0,0,0
 commenced  am and continued until  pm with an adjournment,until,0,0,0,0,0,0,0,0
 am and continued  pm with an adjournment of one hour,with,0,0,0,0,0,0,0,0
 continued  pm an adjournment of one hour for lunch,of,0,0,0,0,0,0,0,0
 pm an adjournment one hour for lunch,for,0,0,0,0,0,0,0,0
 the hearty goodfellow in southwell was refurbished to a,in,0,0,0,0,2,1,1,0
 to a very high standard in ,in,0,0,0,0,0,0,0,0
 is also the departure point for a tour of the ford,for,1,0,1,1,0,0,0,0
 the departure point a tour of the ford rouge factory named,of,1,0,1,1,2,1,1,0
 the ford rouge factory named after the adjacent river detroit s,after,1,0,1,1,2,1,1,0
 detroit s only public tour of a vehicle manufacturing plant,of,1,0,1,1,2,1,1,0
 the highest ground in the county is situated in,in,4,0,4,1,2,1,1,0
 ground the county is situated in the district round the robin,in,4,0,4,1,2,1,1,0
 where this range is joined by the watershed between those two,by,4,0,4,1,2,1,1,0
 range is joined the watershed between those two rivers,between,4,0,4,1,2,1,1,0
 the highest ground south of the trent is formed by,of,0,1,1,1,2,1,1,0
 south the trent is formed by a northerly spur of the,by,0,1,1,1,1,1,0,1
 is formed a northerly spur of the belvoir escarpment,of,0,1,1,1,2,1,1,0
 the hike in jaguar s share price since,in,0,0,0,0,0,0,0,0
 hike jaguar s share price since ford announced its intentions will,since,0,0,0,0,0,0,0,0
 will have a crucial bearing on whether it can put together,on,0,0,0,0,0,0,0,0
 will have a crucial bearing whether it can put together a,whether,0,0,0,0,0,0,0,0
 put together a defensive deal with gm,with,0,0,0,0,0,0,0,0
 the villages appear to sprout out of the valleys,out,1,0,1,1,2,1,1,0
 the villages appear to sprout of the valleys,of,1,0,1,1,2,1,1,0
 the hinterland of this australind from australia and,of,5,2,7,1,2,1,1,0
 the hinterland this australind from australia and india settlement was,from,5,2,7,1,2,1,1,0
 india settlement was supposedly suitable for intensive farming in small holdings,for,5,2,7,1,0,0,0,0
 was supposedly suitable intensive farming in small holdings and a mighty,in,5,2,7,1,0,0,0,0
 a mighty port city trading across the indian ocean was confidently,across,5,2,7,1,2,1,1,0
 the history of the town is essentially that,of,2,0,2,1,2,1,1,0
 history the town is essentially that of its ancient abbey church,that,2,0,2,1,0,0,0,0
 history the town is essentially of its ancient abbey church and,of,2,0,2,1,2,1,1,0
 forward and turned left again down ballard s lane heading for,down,1,0,1,1,2,1,1,0
 again ballard s lane heading for the cobbled stone road,for,1,0,1,1,2,1,1,0
 the horse was stabled in blanchard road london fields,in,1,0,1,1,2,1,1,0
 the nearby taksin skytrain station on board a classic thai boat,on,5,2,7,1,1,1,0,1
 thai boat which runs daily from am to pm,from,5,2,7,1,0,0,0,0
 the house was built in  by architect philanthropist author,in,3,2,5,1,0,0,0,0
 the house was built  by architect philanthropist author and political,by,3,2,5,1,1,1,0,1
 and its design was inspired by the oldest existing house in,by,3,2,5,1,2,1,1,0
 inspired the oldest existing house in the western hemisphere the alcazar,in,3,2,5,1,2,1,1,0
 the western hemisphere the alcazar de colon in santo domingo dominican,de,3,2,5,1,0,0,0,0
 western hemisphere the alcazar colon in santo domingo dominican republic the,in,3,2,5,1,2,1,1,0
 a gradual return to profitability during  its chairman john norgate,during,1,0,1,1,0,0,0,0
 the hucknall brass band played on the church tower the big,on,1,2,3,1,2,1,1,0
 big drum being hoisted up by rope,by,1,2,3,1,1,1,0,1
 speciality fish & chips appear at britain s first fish &,at,1,4,5,1,2,1,1,0
 first fish & chip shop on club row,on,1,4,5,1,2,1,1,0
 the human heart is about the size of a fist,about,0,0,0,0,0,0,0,0
 human heart is the size of a fist and is a,of,0,0,0,0,0,0,0,0
 and is a muscle filled with blood,with,0,0,0,0,1,1,0,1
 the hutt at ravenshead is opposite newstead abbey,at,1,1,2,1,2,1,1,0
 newstead abbey and was built in  as part of the,in,1,1,2,1,0,0,0,0
 abbey and was built  as part of the newstead estate,as,1,1,2,1,0,0,0,0
 and was built  part of the newstead estate owned by,of,1,1,2,1,2,1,1,0
 part the newstead estate owned by the byron family from ,by,1,1,2,1,1,1,0,1
 estate owned the byron family from ,from,1,1,2,1,0,0,0,0
 the ice house at cosgrove hall,at,1,1,2,1,2,1,1,0
 surrounding antarctica was first penetrated by captain james cook rn in,by,1,1,2,1,1,1,0,1
 penetrated captain james cook rn in his exploratory voyages of ,in,1,1,2,1,0,0,0,0
 cook rn his exploratory voyages of  and  cook ,of,1,1,2,1,0,0,0,0
 the idea for the first excursion had flashed,for,1,2,3,1,0,0,0,0
 the first excursion had flashed through his brain as he tramped,through,1,2,3,1,1,1,0,1
 excursion had flashed his brain as he tramped across the middle,as,1,2,3,1,0,0,0,0
 flashed his brain he tramped across the middle of england from,across,1,2,3,1,2,1,1,0
 brain he tramped the middle of england from market harborough to,of,1,2,3,1,2,1,1,0
 he tramped the middle england from market harborough to leicester on,from,1,2,3,1,2,1,1,0
 england market harborough to leicester on his way to attend a,on,1,2,3,1,1,1,0,1
 the imperial is at the corner of the great,at,3,0,3,1,2,1,1,0
 the imperial is the corner of the great western highway and,of,3,0,3,1,2,1,1,0
 not be the public proclamations of east germany s inalienable place,of,0,1,1,1,0,0,0,0
 east germany s inalienable place in the socialist community,in,0,1,1,1,0,0,0,0
 the incident happened in february last year while frak,in,2,2,4,1,0,0,0,0
 incident happened february last year while frak was working at the,while,2,2,4,1,0,0,0,0
 last year frak was working at the ashbury lodge nursing home,at,2,2,4,1,2,1,1,0
 the ashbury lodge nursing home in marlborough road in swindon,in,2,2,4,1,2,1,1,0
 lodge nursing home marlborough road in swindon,in,2,2,4,1,2,1,1,0
 the incident took place in the east of brega where,in,1,1,2,1,2,1,1,0
 incident took place the east of brega where fighting had gone,of,1,1,2,1,2,1,1,0
 had gone back and forth on the road to ajdabiyah,on,1,1,2,1,2,1,1,0
 they will support the passage of supply bills and back labor,of,0,0,0,0,0,0,0,0
 supply bills and back labor in unwarranted no confidence motions,in,0,0,0,0,0,0,0,0
 the indian pacific stops at kalgoorlie long enough to have,at,0,1,1,1,2,1,1,0
 the inference of user information needs from user,of,0,0,0,0,0,0,0,0
 the inference user information needs from user information seeking behaviour has,from,0,0,0,0,0,0,0,0
 havana vintage cuban car taken near the havana seafront,near,1,3,4,1,2,1,1,0
 the initial reports claimed that local fisherman had killed the,that,2,2,4,1,0,0,0,0
 fisherman had killed the dolphins in order to protect their fishing,in,2,2,4,1,0,0,0,0
 protect their fishing grounds and for dolphin meat which was divided,for,2,2,4,1,1,1,0,1
 meat which was divided up amongst fukue islanders in the east,amongst,2,2,4,1,1,1,0,1
 was divided up fukue islanders in the east china sea off,in,2,2,4,1,2,1,1,0
 islanders the east china sea off nagasaki,off,2,2,4,1,2,1,1,0
 it is claimed were created by a catastrophic collision between two,by,0,1,1,1,0,0,0,0
 were created a catastrophic collision between two giant planets orbiting where,between,0,1,1,1,2,1,1,0
 steve irwin crew threw more than  glass bottles containing butyric,than,1,1,2,1,1,1,0,1
 butyric acid and paint seven of which reached the yushin maru,of,1,1,2,1,1,1,0,1
 the institutions of health education and housing powerfully,of,0,0,0,0,0,0,0,0
 influence our opportunities and choices in later life,in,0,0,0,0,0,0,0,0
 the intercity bus station is on xunnan avenue behind the train,on,2,1,3,1,2,1,1,0
 bus station is xunnan avenue behind the train station,behind,2,1,3,1,2,1,1,0
 the interesting thing that does happen when we have,that,3,1,4,1,0,0,0,0
 here is that it cuts off the south gippsland highway the,off,3,1,4,1,2,1,1,0
 highway highway number  goes onto the south gippsland highway at,onto,3,1,4,1,2,1,1,0
 goes the south gippsland highway at sale it joins the south,at,3,1,4,1,2,1,1,0
 will probably be cut south of sale later tonight,of,3,1,4,1,2,1,1,0
 the international express train from butterworth penang arrives at bangkok,from,1,2,3,1,2,1,1,0
 express train butterworth penang arrives at bangkok s hualamphong station,at,1,2,3,1,2,1,1,0
 the interviewer only butted in when clarification was required on,in,0,0,0,0,0,0,0,0
 butted when clarification was required on a specific topic or if,on,0,0,0,0,0,0,0,0
 required a specific topic or if the conversation wandered too far,if,0,0,0,0,0,0,0,0
 the conversation wandered too far off the point,off,0,0,0,0,0,0,0,0
 the interviews will focus on the war years education trades,on,1,1,2,1,0,0,0,0
 how people enjoyed themselves back in the early th century,in,1,1,2,1,0,0,0,0
 begin when details are received from valenciennes over the allegation from,from,0,1,1,1,1,1,0,1
 when details are received valenciennes over the allegation from defender jacques,over,0,1,1,1,0,0,0,0
 are received valenciennes the allegation from defender jacques glassmann that he,from,0,1,1,1,1,1,0,1
 the allegation defender jacques glassmann that he had been offered a,that,0,1,1,1,0,0,0,0
 had been offered a bribe from a marseille official to take,from,0,1,1,1,1,1,0,1
 begun a follow up study of eight babies from the age,of,0,0,0,0,1,1,0,1
 follow up study eight babies from the age of  months,from,0,0,0,0,0,0,0,0
 study eight babies the age of  months to establish the,of,0,0,0,0,0,0,0,0
 months to establish the pattern of development in the first year,of,0,0,0,0,0,0,0,0
 to establish the pattern development in the first year of life,in,0,0,0,0,0,0,0,0
 pattern development the first year of life,of,0,0,0,0,0,0,0,0
 the iron ship invererne from london arrived in harbour yesterday,from,1,1,2,1,2,1,1,0
 iron ship invererne london arrived in harbour yesterday afternoon,in,1,1,2,1,2,1,1,0
 island is split east west by a canal that you can,by,4,0,4,1,2,1,1,0
 split east west a canal that you can kayak through kayaks,that,4,0,4,1,2,1,1,0
 a canal you can kayak through kayaks can be rented from,through,4,0,4,1,2,1,1,0
 kayak kayaks can be rented from coral view hotel near the,from,4,0,4,1,2,1,1,0
 be rented coral view hotel near the southern canal entrance or,near,4,0,4,1,2,1,1,0
 the southern canal entrance or from several dive shops,from,4,0,4,1,2,1,1,0
 the island is surrounded by high sea cliffs rocks and,by,4,0,4,1,2,1,1,0
 italian writer primo levi died on  april  to the,on,0,0,0,0,0,0,0,0
 april  to the dismay of his readers,of,0,0,0,0,0,0,0,0
 jacket also offers new levels of vapor permeability and provides protection,of,0,0,0,0,0,0,0,0
 vapor permeability and provides protection against rain snow and stormy weather,against,0,0,0,0,0,0,0,0
 the jeep crawled along argyle street and turned right,along,2,1,3,1,2,1,1,0
 argyle street and turned right into union street by the all,into,2,1,3,1,2,1,1,0
 and turned right union street by the all night boots,by,2,1,3,1,2,1,1,0
 the journalists satisfaction at retribution on a man who,at,0,1,1,1,0,0,0,0
 the journalists satisfaction retribution on a man who sneered at,on,0,1,1,1,1,1,0,1
 retribution a man who sneered at britain in her finest hour,at,0,1,1,1,2,1,1,0
 a man who sneered britain in her finest hour now sounds,in,0,1,1,1,0,0,0,0
 her finest hour now sounds like delusive and individual rant,like,0,1,1,1,0,0,0,0
 the juggernaut thundered through the countryside returning to salisbury,through,1,0,1,1,2,1,1,0
 mountain railway to the top of europe,of,2,1,3,1,2,1,1,0
 the jury however convicted him on this count and he was,on,0,0,0,0,0,0,0,0
 sentenced to two years imprisonment on each count to run concurrently,on,0,0,0,0,0,0,0,0
 the katyn monument is seen in exchange place as construction continues,in,1,3,4,1,2,1,1,0
 monument is seen exchange place as construction continues on one world,as,1,3,4,1,2,1,1,0
 seen exchange place construction continues on one world trade center after,on,1,3,4,1,2,1,1,0
 continues one world trade center after workers moved a steel column,after,1,3,4,1,0,0,0,0
 workers moved a steel column into place to make it new,into,1,3,4,1,2,1,1,0
 the keeper waited while the other man closed the,while,0,0,0,0,0,0,0,0
 other man closed the door behind him and then set the,behind,0,0,0,0,1,1,0,1
 and then set the cage on the ground and let minch,on,0,0,0,0,1,1,0,1
 the key resolution called on representatives to approve the harare,on,0,1,1,1,0,0,0,0
 to approve the harare declaration on negotiations with the government of,on,0,1,1,1,0,0,0,0
 approve the harare declaration negotiations with the government of mr fw,with,0,1,1,1,0,0,0,0
 harare declaration negotiations the government of mr fw de klerk,of,0,1,1,1,1,1,0,1
 negotiations the government mr fw de klerk,de,0,1,1,1,1,1,0,1
 the killing of a security guard and the,of,0,0,0,0,1,1,0,1
 security guard and the death of a man after a distraction,of,0,0,0,0,1,1,0,1
 and the death a man after a distraction burglary are both,after,0,0,0,0,0,0,0,0
 had convened a special meeting of the council to discuss the,of,0,1,1,1,0,0,0,0
 council to discuss the imprisonment of a galloway baron in england,of,0,1,1,1,2,1,1,0
 the imprisonment a galloway baron in england,in,0,1,1,1,2,1,1,0
 king s birthday is celebrated in a blaze of colour with,in,3,1,4,1,0,0,0,0
 birthday is celebrated a blaze of colour with banners and lights,of,3,1,4,1,0,0,0,0
 is celebrated a blaze colour with banners and lights in the,with,3,1,4,1,1,1,0,1
 blaze colour banners and lights in the streets cultural shows traditional,in,3,1,4,1,2,1,1,0
 shows traditional games and celebrations in the lake gardens and merdeka,in,3,1,4,1,2,1,1,0
 lake gardens and merdeka stadium in kuala lumpur,in,3,1,4,1,2,1,1,0
 kitchen quarry tiled looked out onto a courtyard paved in red,onto,1,0,1,1,1,1,0,1
 looked out a courtyard paved in red brick with various evergreen,in,1,0,1,1,1,1,0,1
 a courtyard paved red brick with various evergreen shrubs in tubs,with,1,0,1,1,1,1,0,1
 red brick various evergreen shrubs in tubs,in,1,0,1,1,1,1,0,1
 know it express  service between atlantic ave pacific street subway,between,2,2,4,1,2,1,1,0
 ave pacific street subway station in brooklyn and washington dc,in,2,2,4,1,2,1,1,0
 has become ever so coy about the details of its renationalisation,about,0,0,0,0,0,0,0,0
 ever so coy the details of its renationalisation plans,of,0,0,0,0,0,0,0,0
